"CHI","Chicago FSS","Chicago","United States","US",41.883056,-87.766111,67,"Verenigde Staten","Chicago",4887398,6252001
"NOH","Chicago NAS","Chicago","United States","US",17.800000,-88.300000,67,"Verenigde Staten","Chicago",4887398,6252001
"ORD","Chicago O'hare International","Chicago, Il","United States","US",41.978611,-87.904722,67,"Verenigde Staten","Chicago",4887398,6252001
"DPA","Dupage County","Chicago","United States","US",41.914444,-88.246389,67,"Verenigde Staten","Chicago",4887398,6252001
"GYY","Gary/Chicago International","Gary, IN","United States","US",41.616389,-87.412778,67,"Verenigde Staten","Gary",4920607,6252001
"CGX","Merrill C Meigs","Chicago","United States","US",41.858889,-87.608333,67,"Verenigde Staten","Chicago",4887398,6252001
"MDW","Midway","Chicago","United States","US",41.783333,-87.750000,67,"Verenigde Staten","Chicago",4887398,6252001
"PWK","Pal-Waukee","Chicago","United States","US",42.000000,-87.966667,67,"Verenigde Staten","Chicago",4887398,6252001
