05:00:00 1.29309999943 103.855796814
05:00:00 32.8097991943 -96.7993011475
05:00:00 41.3111000061 -72.9241027832
05:00:00 43.0713996887 -89.3932037354
05:00:01 34.8600997925 -82.2463989258
05:00:01 37.3196983337 -79.8905029297
05:00:01 40.5938987732 -105.125602722
05:00:01 40.7619018555 -73.9763031006
05:00:02 -25.7068996429 28.2294006348
05:00:02 32.2369003296 -110.9559021
05:00:02 38.8932991028 -77.0146026611
05:00:02 39.7911987305 -89.6745986938
05:00:02 39.8452987671 -84.112197876
05:00:02 40.7266998291 -73.9981002808
05:00:03 35.9925003052 -78.9017028809
05:00:03 37.3073005676 -121.856796265
05:00:03 39.6918983459 -104.772499084
05:00:03 41.0232009888 -73.6794967651
05:00:03 50.0332984924 -110.683296204
05:00:03 50.0332984924 -110.683296204
05:00:04 34.0903015137 -111.170700073
05:00:04 39.6918983459 -104.772499084
05:00:05 31.4381999969 -83.4391021729
05:00:05 32.7976989746 -117.132202148
05:00:05 37.6787986755 -77.326499939
05:00:05 37.9921989441 -122.58139801
05:00:05 38.8932991028 -77.0146026611
05:00:05 39.8452987671 -84.112197876
05:00:05 43.9749984741 -123.42199707
05:00:06 37.9790000916 -121.788002014
05:00:06 38.7405014038 -77.5621032715
05:00:06 40.7619018555 -73.9763031006
05:00:06 -6.17439985275 106.829399109
05:00:07 26.2600002289 -80.1917037964
05:00:07 38.0 -97.0
05:00:07 44.7798995972 -93.2736968994
05:00:08 33.1178016663 -98.6868972778
05:00:08 35.3931999207 -80.5980987549
05:00:08 36.1515007019 -115.204803467
05:00:08 38.0293006897 -84.4926986694
05:00:08 38.0 -97.0
05:00:08 40.8185005188 -73.9430007935
05:00:09 -25.7068996429 28.2294006348
05:00:09 33.1357002258 -117.301902771
05:00:09 47.6738014221 -122.341903687
05:00:10 26.0 50.5499992371
05:00:10 40.9664993286 -73.8469009399
05:00:10 41.668598175 -70.4140014648
05:00:10 42.3116989136 -71.2722015381
05:00:11 35.3931999207 -80.5980987549
05:00:11 39.8740997314 -74.8089981079
05:00:11 41.668598175 -70.4140014648
05:00:11 47.5601997375 -122.228103638
05:00:11 47.6738014221 -122.341903687
05:00:12 27.9577999115 -82.4621963501
05:00:12 37.4435997009 -122.412399292
05:00:12 38.0 -97.0
05:00:12 38.9543991089 -76.8695983887
05:00:12 39.0003013611 -104.28440094
05:00:13 22.1499996185 -100.983299255
05:00:13 38.9143981934 -77.0763015747
05:00:13 39.6918983459 -104.772499084
05:00:13 39.8452987671 -84.112197876
05:00:13 40.1226997375 -86.7489013672
05:00:13 40.3755989075 -74.6596984863
05:00:14 27.4615001678 -97.8436965942
05:00:14 30.3036994934 -97.7695999146
05:00:14 36.1515007019 -115.204803467
05:00:14 36.2821006775 -93.9161987305
05:00:14 39.8452987671 -84.112197876
05:00:14 40.0754013062 -76.318901062
05:00:14 41.1792984009 -74.4516983032
05:00:14 44.9822998047 -93.3062973022
05:00:14 47.1059989929 -121.602996826
05:00:15 34.9272994995 -80.7277984619
05:00:15 40.0754013062 -76.318901062
05:00:15 41.9224014282 -87.6523971558
05:00:15 42.3828010559 -71.0954971313
05:00:16 33.400100708 -111.929000854
05:00:16 33.6050987244 -117.643997192
05:00:16 37.4589996338 -122.178100586
05:00:16 38.0 -97.0
05:00:16 40.4999008179 -105.264701843
05:00:16 40.8005981445 -73.9653015137
05:00:17 33.400100708 -111.929000854
05:00:17 36.1515007019 -115.204803467
05:00:17 37.4589996338 -122.178100586
05:00:17 40.8448982239 -73.8433990479
05:00:17 49.1666984558 -122.966697693
05:00:18 -30.0 -71.0
05:00:18 30.4505996704 -87.2754974365
05:00:18 37.3073005676 -121.856796265
05:00:18 39.0521011353 -77.0149993896
05:00:18 39.8452987671 -84.112197876
05:00:18 40.7266998291 -73.9981002808
05:00:18 40.849899292 -73.8768997192
05:00:18 42.0561981201 -87.7011032104
05:00:18 49.1666984558 -122.966697693
05:00:19 31.0937995911 -97.7499008179
05:00:19 37.2555007935 -121.924499512
05:00:19 38.1128997803 -122.133102417
05:00:19 38.8325996399 -104.740501404
05:00:19 40.0797996521 -75.2854995728
05:00:19 40.7458000183 -74.0320968628
05:00:19 40.7938995361 -73.7279968262
05:00:19 42.3222007751 -88.4671020508
05:00:19 44.9486999512 -93.1001968384
05:00:19 50.0332984924 -110.683296204
05:00:20 38.1128997803 -122.133102417
05:00:20 39.6134986877 -104.903396606
05:00:20 40.8988990784 -73.7814025879
05:00:20 50.0332984924 -110.683296204
05:00:20 8.56669998169 -82.4167022705
05:00:21 20.6000003815 -100.383300781
05:00:21 22.1499996185 -100.983299255
05:00:21 27.6469993591 -97.7578964233
05:00:21 30.4629001617 -84.2445983887
05:00:21 33.4804000854 -82.0941009521
05:00:21 39.6134986877 -104.903396606
05:00:21 40.5377998352 -74.3713989258
05:00:21 41.6418991089 -91.4617004395
05:00:22 -25.7068996429 28.2294006348
05:00:22 31.0937995911 -97.7499008179
05:00:22 32.2369003296 -110.9559021
05:00:22 34.0634994507 -117.759597778
05:00:22 37.1893997192 -121.705299377
05:00:22 44.6306991577 -93.3033981323
05:00:22 47.5595016479 -122.00920105
05:00:23 32.8097991943 -96.7993011475
05:00:23 34.1026000977 -118.086799622
05:00:23 35.1575012207 -89.7646026611
05:00:23 36.9760017395 -121.953598022
05:00:23 43.0713996887 -89.3932037354
05:00:24 27.9577999115 -82.4621963501
05:00:24 37.1893997192 -121.705299377
05:00:24 39.1813011169 -107.226097107
05:00:24 43.0713996887 -89.3932037354
05:00:25 30.4307994843 -97.7212982178
